"Depth_m","T_C","Salinity","Cond_uScm","EC25_uScm","Density_kgm3","Chla_ugL","Turbidity_FTU","DO_pc","DO_mgL","Lake"
27,5.871,0.138,0.1851,319.666,1000.187,0.61,2.74,13.43,1.667,"St"
27.1,5.873,0.138,0.1852,319.674,1000.187,0.59,2.64,13.06,1.622,"St"
27.2,5.872,0.138,0.1852,319.694,1000.188,0.59,2.67,12.79,1.588,"St"
27.3,5.872,0.138,0.1851,319.641,1000.188,0.61,2.71,12.5,1.552,"St"
27.4,5.87,0.138,0.1851,319.606,1000.189,0.59,2.8,12.15,1.51,"St"
27.5,5.87,0.138,0.1851,319.541,1000.189,0.58,2.91,11.75,1.46,"St"
27.6,5.873,0.138,0.185,319.479,1000.189,0.58,2.92,11.49,1.428,"St"
27.7,5.871,0.138,0.1851,319.589,1000.19,0.59,3.33,11.12,1.382,"St"
27.8,5.869,0.138,0.1851,319.628,1000.191,0.58,3.53,10.88,1.351,"St"
27.9,5.864,0.138,0.1851,319.612,1000.191,0.58,3.4,10.69,1.328,"St"
28,5.865,0.138,0.1851,319.704,1000.192,0.6,3.07,10.47,1.301,"St"
28.1,5.866,0.138,0.185,319.536,1000.192,0.63,2.75,10.36,1.287,"St"
28.2,5.869,0.138,0.185,319.514,1000.192,0.63,2.91,10.28,1.277,"St"
28.3,5.875,0.138,0.185,319.448,1000.193,0.62,3.01,10.08,1.252,"St"
28.4,5.873,0.138,0.1851,319.513,1000.193,0.58,3.24,10,1.243,"St"
28.5,5.869,0.138,0.1851,319.687,1000.194,0.59,3.46,9.99,1.241,"St"
28.6,5.865,0.138,0.1851,319.734,1000.195,0.61,3.65,10,1.243,"St"
28.7,5.866,0.138,0.1851,319.733,1000.195,0.6,3.63,9.94,1.236,"St"
28.8,5.862,0.138,0.1852,319.909,1000.196,0.61,3.79,9.46,1.175,"St"
28.9,5.861,0.138,0.1852,319.938,1000.196,0.61,3.83,9.03,1.121,"St"
29,5.862,0.138,0.1853,320.06,1000.197,0.59,3.8,8.61,1.07,"St"
29.1,5.862,0.138,0.1853,320.097,1000.197,0.61,3.9,8.14,1.011,"St"
29.2,5.86,0.138,0.1854,320.224,1000.198,0.59,3.88,7.62,0.947,"St"
29.3,5.86,0.138,0.1854,320.192,1000.198,0.6,3.88,7.03,0.873,"St"
29.4,5.86,0.138,0.1855,320.395,1000.199,0.6,4.23,6.24,0.776,"St"
29.5,5.865,0.138,0.1855,320.385,1000.199,0.63,4.23,5.54,0.688,"St"
29.6,5.861,0.138,0.1855,320.438,1000.2,0.61,4.06,4.49,0.557,"St"
29.7,5.858,0.138,0.1856,320.597,1000.2,0.6,4.13,3.65,0.453,"St"
29.8,5.861,0.138,0.1855,320.419,1000.201,0.62,4.22,3.41,0.423,"St"
29.9,5.859,0.138,0.1855,320.459,1000.201,0.59,4.13,3.19,0.396,"St"
30,5.857,0.138,0.1855,320.528,1000.202,0.66,4.22,2.89,0.359,"St"
30.1,5.857,0.138,0.1856,320.569,1000.202,0.68,4.68,2.65,0.33,"St"
30.2,5.857,0.138,0.1856,320.619,1000.203,0.63,4.33,2.45,0.304,"St"
30.3,5.855,0.138,0.1856,320.6,1000.203,0.63,4.29,2.23,0.277,"St"
30.4,5.857,0.138,0.1856,320.622,1000.204,0.63,4.23,1.94,0.241,"St"
30.5,5.855,0.138,0.1856,320.614,1000.204,0.62,4.25,1.74,0.217,"St"
30.6,5.856,0.138,0.1856,320.642,1000.205,0.63,4.33,1.56,0.194,"St"
30.7,5.858,0.138,0.1856,320.584,1000.205,0.65,4.37,1.41,0.175,"St"
30.8,5.858,0.138,0.1856,320.589,1000.206,0.63,4.29,1.31,0.163,"St"
30.9,5.857,0.138,0.1857,320.828,1000.206,0.67,4.44,1.12,0.139,"St"
31,5.858,0.138,0.1858,320.915,1000.207,0.67,4.09,1.01,0.126,"St"
31.1,5.854,0.138,0.1859,321.201,1000.207,0.66,3.95,0.91,0.113,"St"
31.2,5.854,0.138,0.1859,321.232,1000.208,0.66,3.65,0.81,0.101,"St"
31.3,5.855,0.138,0.186,321.328,1000.208,0.68,3.55,0.7,0.087,"St"
31.4,5.856,0.138,0.186,321.363,1000.209,0.73,3.53,0.65,0.081,"St"
31.5,5.855,0.139,0.1862,321.656,1000.209,0.7,3.34,0.59,0.073,"St"
31.6,5.854,0.139,0.1863,321.896,1000.21,0.71,3.2,0.52,0.065,"St"
31.7,5.854,0.139,0.1865,322.145,1000.211,0.75,3.26,0.47,0.058,"St"
31.8,5.855,0.139,0.1866,322.346,1000.211,0.75,3.2,0.42,0.052,"St"
31.9,5.853,0.139,0.1866,322.479,1000.212,0.75,3.27,0.34,0.042,"St"
32,5.85,0.139,0.1867,322.615,1000.212,0.79,3.33,0.33,0.041,"St"
32.1,5.85,0.139,0.1867,322.607,1000.213,0.77,3.31,0.33,0.041,"St"
32.2,5.85,0.139,0.1867,322.669,1000.213,0.77,3.42,0.31,0.039,"St"
32.3,5.851,0.139,0.1868,322.775,1000.214,0.83,3.72,0.28,0.035,"St"
32.4,5.849,0.139,0.1868,322.794,1000.214,0.87,3.6,0.26,0.032,"St"
32.5,5.848,0.139,0.1868,322.899,1000.215,0.85,3.55,0.25,0.031,"St"
32.6,5.855,0.139,0.1869,322.924,1000.215,0.79,3.42,0.24,0.029,"St"
32.7,5.856,0.139,0.1869,322.872,1000.216,0.83,3.56,0.23,0.029,"St"
32.8,5.853,0.139,0.1869,322.971,1000.216,0.82,3.66,0.23,0.029,"St"
32.9,5.852,0.139,0.187,323.093,1000.217,0.82,3.69,0.23,0.029,"St"
33,5.847,0.139,0.187,323.139,1000.217,0.8,3.7,0.22,0.027,"St"
33.1,5.852,0.139,0.187,323.182,1000.218,0.8,3.76,0.22,0.027,"St"
33.2,5.85,0.139,0.1872,323.478,1000.218,0.83,3.91,0.21,0.026,"St"
33.3,5.847,0.139,0.1873,323.65,1000.219,0.85,4.01,0.21,0.026,"St"
33.4,5.842,0.139,0.1873,323.76,1000.22,0.83,4.05,0.19,0.024,"St"
33.5,5.843,0.14,0.1874,323.924,1000.22,0.87,4.26,0.19,0.024,"St"
33.6,5.842,0.14,0.1875,324.15,1000.221,0.9,4.36,0.2,0.024,"St"
33.7,5.839,0.14,0.1875,324.159,1000.221,0.85,4.27,0.19,0.024,"St"
33.8,5.841,0.14,0.1876,324.279,1000.222,0.87,4.27,0.19,0.023,"St"
33.9,5.838,0.14,0.1876,324.342,1000.222,0.87,4.38,0.19,0.023,"St"
34,5.839,0.14,0.1878,324.606,1000.223,0.89,4.45,0.18,0.023,"St"
34.1,5.837,0.14,0.1879,324.848,1000.223,0.87,4.51,0.18,0.023,"St"
34.2,5.838,0.14,0.188,325.004,1000.224,0.93,4.76,0.18,0.022,"St"
34.3,5.837,0.14,0.1881,325.2,1000.225,0.93,4.87,0.18,0.023,"St"
34.4,5.835,0.14,0.1881,325.24,1000.225,0.95,5,0.18,0.022,"St"
34.5,5.835,0.14,0.1883,325.498,1000.226,0.95,5.14,0.18,0.022,"St"
34.6,5.837,0.14,0.1883,325.566,1000.226,1.04,5.52,0.18,0.022,"St"
34.7,5.838,0.141,0.1888,326.435,1000.227,1.52,8.73,0.17,0.021,"St"
34.8,5.835,0.15,0.2006,346.821,1000.235,14.44,136.06,0.18,0.022,"St"
34.9,5.794,0.185,0.2463,426.499,1000.265,3.69,97.63,0.16,0.02,"St"
35,5.796,0.193,0.2565,444.075,1000.272,-0.07,1.96,0.13,0.017,"St"
35.1,5.813,0.194,0.2576,445.699,1000.272,-0.06,1.21,0.14,0.018,"St"
